MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
734,597,655,0,10
795,559,705,0,10
878,646,710,0,9
305,254,343,1,45
140,323,264,1,85
100,206,132,1,152
134,343,172,1,111
170,245,326,1,71
591,640,588,0,13
675,893,721,0,10
559,748,517,0,15
219,290,168,1,105
695,791,739,0,13
454,920,660,0,14
275,267,173,1,86
619,812,694,0,13
706,844,759,0,8
935,769,962,0,4
813,678,726,0,11
835,805,841,0,8
287,220,215,1,78
934,500,673,0,14
778,539,648,0,11
739,469,629,0,16
676,932,613,0,13
636,781,650,0,13
861,580,675,0,11
125,116,350,1,106
721,707,804,0,7
151,149,324,1,99
329,141,216,1,105
260,345,128,1,80
458,723,519,0,15
100,151,271,1,129
629,779,710,0,9
1018,690,866,0,7
282,161,179,1,95
530,725,633,0,11
596,778,593,0,12
174,245,251,1,87
143,139,104,1,158
331,122,281,1,79
350,278,188,1,71
168,315,224,1,84
304,182,143,1,106
308,214,289,1,78
707,824,537,0,11
100,252,206,1,116
581,806,745,0,14
241,151,188,1,110
645,748,787,0,12
994,652,848,0,5
148,345,298,1,74
409,774,536,0,18
263,251,125,1,99
957,846,981,0,5
180,277,240,1,97
346,146,152,1,108
661,608,709,0,14
549,856,671,0,13
481,886,769,0,14
115,157,250,1,115
101,317,186,1,101
293,268,129,1,102
134,336,195,1,89
734,685,737,0,11
494,760,633,0,15
678,400,615,0,17
518,611,820,0,13
770,591,750,0,10
604,587,680,0,16
289,350,100,1,78
308,254,233,1,68
350,129,284,1,74
285,350,143,1,83
330,305,215,1,64
297,123,125,1,120
275,210,175,1,107
447,687,660,0,16
748,626,585,0,15
955,914,885,0,6
288,140,324,1,72
675,958,687,0,6
655,1007,746,0,7
730,657,843,0,8
119,121,330,1,127
170,296,100,1,106
157,242,209,1,107
152,146,111,1,158
931,666,686,0,11
744,438,904,0,9
138,193,307,1,92
233,104,262,1,104
152,158,201,1,118
133,241,167,1,116
246,298,215,1,86
652,810,701,0,8
350,100,142,1,113
802,606,874,0,10
498,755,655,0,13
789,414,865,0,9
916,606,719,0,9
180,171,162,1,135
100,222,230,1,113
590,728,648,0,15
313,146,330,1,83
540,661,629,0,12
487,929,600,0,14
317,285,257,1,53
942,496,783,0,9
217,321,317,1,50
910,647,652,0,8
210,329,296,1,76
100,286,256,1,93
778,774,816,0,7
244,317,149,1,94
257,232,300,1,78
201,242,159,1,105
340,156,100,1,102
131,266,285,1,98
901,645,782,0,7
318,254,156,1,74
171,271,296,1,89
796,839,979,0,6
866,951,824,0,3
494,672,774,0,16
557,816,682,0,13
724,755,636,0,10
100,323,141,1,109
100,228,264,1,104
788,623,675,0,12
327,203,125,1,88
297,211,249,1,88
201,249,173,1,101
249,124,129,1,122
167,121,154,1,149
104,141,297,1,115
294,247,292,1,68
211,328,233,1,68
188,247,286,1,82
837,468,673,0,13
594,615,554,0,16
770,623,713,0,12
120,154,137,1,148
984,938,906,0,5
707,431,740,0,14
739,524,891,0,13
168,142,213,1,134
125,120,300,1,111
821,625,779,0,11
201,308,217,1,94
445,1023,735,0,8
720,528,670,0,16
288,100,289,1,98
558,907,584,0,13
350,304,199,1,52
655,783,770,0,13
191,247,201,1,109
279,218,311,1,75
195,125,243,1,127
181,130,157,1,140
305,220,206,1,96
131,225,100,1,143
184,137,236,1,112
783,451,791,0,14
423,774,642,0,14
246,183,323,1,76
238,114,289,1,114
173,218,244,1,114
875,400,706,0,15
435,727,661,0,15
214,174,245,1,95
681,686,572,0,12
100,208,326,1,97
125,313,278,1,91
856,1004,911,0,4
866,704,1023,0,4
332,227,146,1,101
920,845,858,0,6
126,288,265,1,85
219,249,149,1,113
118,317,169,1,116
764,553,855,0,9
274,324,279,1,50
265,350,177,1,78
653,927,682,0,7
295,213,345,1,68
249,209,183,1,92
623,770,515,0,13
983,786,787,0,5
971,663,919,0,8
550,572,734,0,13
890,673,808,0,8
727,758,625,0,9
762,589,741,0,12
949,531,671,0,12
558,875,780,0,11
120,239,197,1,121
259,198,133,1,123
902,935,778,0,4
105,292,132,1,119
744,751,726,0,9
113,340,243,1,81
220,226,322,1,80
302,117,200,1,95
979,601,768,0,8
318,241,254,1,58
117,320,142,1,121
289,100,173,1,115
716,769,809,0,10
655,701,703,0,9
160,221,236,1,103
165,267,156,1,120
596,655,691,0,13
337,310,115,1,69
124,125,350,1,115
707,1023,610,0,7
907,685,620,0,11
236,339,164,1,89
588,806,515,0,11
670,425,701,0,13
861,668,644,0,12
235,143,247,1,113
740,692,919,0,8
768,542,670,0,14
1023,583,785,0,9
310,284,138,1,73
952,632,746,0,10
278,311,257,1,73
179,223,345,1,86
826,525,716,0,12
215,340,180,1,91
100,190,122,1,148
821,574,888,0,6
233,350,335,1,55
612,921,524,0,14
113,196,218,1,120
743,1023,639,0,11
196,229,165,1,105
664,597,778,0,10
100,284,140,1,118
792,595,767,0,10
824,714,948,0,5
100,234,249,1,123
829,632,784,0,12
296,217,236,1,73
539,1009,584,0,11
775,622,850,0,12
167,302,128,1,102
311,196,184,1,90
186,265,216,1,103
806,979,832,0,4
958,606,680,0,9
726,895,729,0,7
606,577,512,0,15
544,748,590,0,14
736,646,668,0,11
100,326,229,1,95
544,883,719,0,11
135,152,104,1,153
305,247,135,1,98
295,265,337,1,43
795,634,848,0,8
612,756,531,0,15
617,854,826,0,12
947,400,681,0,13
325,334,258,1,50
548,1023,710,0,6
325,252,226,1,69
252,220,224,1,99
304,303,151,1,79
551,995,768,0,10
350,193,289,1,59
280,174,194,1,91
529,790,698,0,11
559,917,753,0,11
962,846,893,0,1
694,744,660,0,13
145,156,287,1,100
575,938,643,0,8
567,865,743,0,8
702,926,728,0,10
476,836,791,0,14
145,350,277,1,88
728,462,861,0,13
214,232,168,1,103
326,350,166,1,73
481,780,739,0,14
230,314,179,1,89
137,100,240,1,134
440,799,595,0,16
100,143,316,1,117
596,1000,597,0,8
457,661,758,0,12
504,840,620,0,13
345,234,105,1,103
114,135,216,1,128
457,760,644,0,15
204,141,350,1,93
317,350,151,1,64
455,731,689,0,17
569,727,570,0,16
253,209,175,1,99
533,930,703,0,13
206,100,280,1,123
565,858,650,0,13
575,692,592,0,14
952,573,634,0,10
167,112,230,1,116
926,484,865,0,8
804,719,680,0,8
682,758,646,0,12
456,1023,559,0,10
100,273,320,1,90
120,262,335,1,90
164,220,118,1,118
337,142,122,1,120
320,146,335,1,80
169,282,171,1,117
746,650,604,0,11
693,896,561,0,11
223,266,337,1,60
949,653,662,0,7
994,866,902,0,2
165,118,307,1,105
122,248,343,1,93
512,829,806,0,10
1015,473,891,0,9
157,136,194,1,129
331,283,264,1,55
993,541,724,0,9
781,628,663,0,12
292,300,174,1,90
905,636,742,0,7
639,1014,615,0,12
269,218,172,1,99
350,333,227,1,61
516,840,784,0,10
1023,426,779,0,10
680,615,553,0,17
852,537,639,0,10
179,214,287,1,84
136,246,128,1,116
209,112,124,1,140
638,929,567,0,10
634,629,493,0,15
231,164,199,1,110
855,591,866,0,10
169,150,130,1,130
509,709,571,0,16
321,321,107,1,89
108,202,208,1,134
239,100,187,1,113
618,1009,655,0,9
590,853,696,0,10
307,300,229,1,55
523,1023,594,0,10
166,350,343,1,63
458,694,594,0,18
641,912,578,0,12
1023,639,885,0,9
768,569,860,0,8
700,764,606,0,13
739,576,685,0,11
660,985,655,0,7
627,789,821,0,8
635,874,591,0,14
932,822,969,0,7
213,156,294,1,96
182,271,217,1,105
305,245,177,1,84
838,602,694,0,13
183,100,213,1,123
800,920,652,0,10
343,295,226,1,57
222,324,110,1,110
146,350,279,1,75
336,207,316,1,50
323,270,120,1,85
197,308,266,1,67
137,160,140,1,141
701,1016,560,0,9
597,632,582,0,13
201,207,245,1,109
573,979,713,0,11
267,300,296,1,70
445,752,708,0,11
716,833,633,0,10
754,822,807,0,9
959,409,756,0,13
212,315,207,1,74
332,350,282,1,30
583,884,690,0,10
1008,534,722,0,10
589,635,549,0,17
178,292,211,1,86
930,400,591,0,15
758,450,846,0,12
929,831,795,0,7
285,165,248,1,93
694,632,614,0,13
329,304,321,1,45
216,332,287,1,67
696,640,540,0,12
121,172,154,1,139
701,1009,777,0,5
563,746,748,0,14
473,933,623,0,13
105,298,238,1,91
316,247,342,1,54
253,207,280,1,90
294,322,288,1,45
177,131,115,1,132
291,103,186,1,120
163,264,141,1,110
342,168,261,1,77
607,787,610,0,13
166,324,114,1,112
715,946,677,0,8
218,305,340,1,61
463,843,703,0,12
287,141,124,1,125
328,339,126,1,64
209,112,296,1,113
198,248,158,1,108
537,918,675,0,10
339,178,304,1,60
208,200,169,1,108
1023,693,651,0,10
183,184,322,1,102
260,155,246,1,92
811,618,800,0,7
289,268,156,1,90
493,707,550,0,18
722,702,777,0,8
285,100,121,1,124
350,200,184,1,77
322,316,310,1,48
758,792,565,0,10
554,742,544,0,14
441,846,647,0,15
143,238,290,1,94
913,712,825,0,5
640,805,636,0,13
665,985,750,0,9
293,153,189,1,113
664,951,729,0,6
329,278,206,1,67
604,959,570,0,10
761,400,798,0,12
247,233,135,1,97
614,910,694,0,8
880,749,834,0,8
243,100,227,1,106
468,869,576,0,11
584,594,577,0,18
685,1023,549,0,9
503,788,745,0,11
272,119,149,1,130
320,221,100,1,95
829,1023,950,0,3
266,260,268,1,77
131,130,228,1,129
810,673,655,0,10
220,223,178,1,115
979,850,971,0,4
605,803,643,0,11
190,286,221,1,102
129,267,208,1,119
249,324,155,1,84
938,472,727,0,14
933,676,677,0,12
936,610,749,0,8
685,576,770,0,11
480,711,527,0,14
126,207,324,1,105
347,187,104,1,101
594,776,527,0,14
191,328,285,1,73
235,290,290,1,65
951,528,845,0,9
547,612,742,0,13
621,741,631,0,15
193,217,284,1,97
740,808,782,0,10
492,855,524,0,15
320,264,282,1,64
113,269,316,1,86
229,178,306,1,90
673,815,631,0,13
217,297,161,1,93
609,943,728,0,8
1023,492,610,0,8
810,542,760,0,12
827,736,863,0,6
999,641,696,0,11
288,263,100,1,99
142,187,289,1,102
689,824,500,0,14
931,817,1023,0,3
192,137,305,1,108
302,215,115,1,99
297,183,214,1,84
105,156,297,1,117
525,1022,712,0,8
556,1004,698,0,11
567,879,523,0,10
888,641,816,0,6
563,788,773,0,10
911,640,798,0,7
220,187,278,1,87
258,269,112,1,107
854,808,904,0,8
476,611,696,0,13
606,1023,611,0,10
747,830,749,0,7
686,863,509,0,11
670,809,693,0,11
100,305,184,1,105
122,154,245,1,127
691,1023,691,0,10
590,675,697,0,14
669,610,605,0,13
1023,667,831,0,9
128,150,225,1,118
156,330,144,1,94
835,815,921,0,5
313,302,200,1,64
280,242,281,1,70
245,332,132,1,93
346,185,138,1,101
887,450,690,0,15
263,264,152,1,100
730,497,712,0,15
104,267,302,1,105
586,838,608,0,12
262,217,290,1,84
350,177,308,1,62
904,564,647,0,14
100,113,133,1,153
337,277,135,1,72
884,591,875,0,10
270,301,136,1,87
243,228,261,1,73
299,179,305,1,80
491,596,601,0,17
326,176,175,1,86
226,164,300,1,85
105,245,134,1,138
279,167,341,1,78
676,877,770,0,6
920,528,642,0,12
681,512,874,0,9
350,331,327,1,29
506,784,763,0,10
975,991,857,0,0
767,975,666,0,5
1023,870,816,0,3
227,257,310,1,74
338,243,257,1,69
716,773,563,0,12
618,557,543,0,13
255,227,148,1,102
623,642,720,0,13
686,699,655,0,11
645,932,627,0,9
197,224,220,1,99
190,209,235,1,95
604,792,752,0,12
859,727,801,0,10
720,643,780,0,12
349,137,293,1,68
318,202,157,1,88
224,344,270,1,56
722,1003,474,0,10
229,174,338,1,82
888,873,915,0,4
350,248,179,1,70
811,699,764,0,10
350,210,285,1,71
633,780,732,0,8
179,178,327,1,82
323,231,132,1,88
425,850,600,0,16
741,997,583,0,7
954,839,861,0,2
752,795,709,0,10
217,124,237,1,120
100,290,292,1,84
233,274,228,1,77
591,967,626,0,11
157,149,276,1,111
961,514,607,0,14
651,683,561,0,12
652,400,645,0,15
100,190,100,1,152
651,757,722,0,8
587,1020,526,0,12
662,516,550,0,18
714,788,775,0,11
187,223,292,1,91
209,197,302,1,78
684,650,670,0,11
492,700,714,0,15
531,868,626,0,14
192,329,179,1,103
548,892,499,0,11
197,210,134,1,111
694,810,784,0,10
229,102,214,1,117
874,577,592,0,10
265,175,160,1,103
709,453,767,0,15
195,100,324,1,105
608,738,679,0,11
510,813,731,0,9
465,621,467,0,20
596,812,809,0,7
935,593,756,0,9
986,600,792,0,6
215,331,169,1,84
775,503,889,0,12
979,651,854,0,9
192,195,275,1,89
896,878,956,0,2
309,280,280,1,46
141,106,331,1,121
891,563,897,0,6
267,308,312,1,43
827,481,874,0,8
173,347,305,1,77
247,350,169,1,74
265,158,293,1,83
322,102,190,1,105
935,837,1023,0,1
907,597,841,0,7
802,482,803,0,14
100,144,299,1,127
303,145,285,1,75
127,172,109,1,135
225,236,266,1,84
276,219,200,1,96
314,284,114,1,97
235,290,240,1,74
270,124,207,1,110
563,1012,678,0,8
185,321,115,1,95
479,762,624,0,16
431,624,620,0,18
152,302,249,1,79
285,296,324,1,60
168,137,310,1,95
235,311,112,1,103
169,174,128,1,136
296,271,286,1,69
745,692,714,0,10
736,729,683,0,13
303,245,250,1,84
184,178,208,1,110
711,590,756,0,15
112,241,236,1,108
663,802,555,0,11
163,151,100,1,150
632,963,669,0,12
344,178,171,1,90
173,168,323,1,86
257,219,204,1,83
180,313,188,1,85
163,292,139,1,104
153,161,153,1,135
182,229,301,1,94
540,661,671,0,16
197,155,200,1,131
158,137,307,1,116
195,350,191,1,75
185,283,342,1,80
919,644,630,0,12
894,400,566,0,16
848,492,717,0,11
629,1003,688,0,10
559,719,671,0,11
307,242,320,1,61
971,400,780,0,10
632,805,705,0,12
776,618,598,0,11
736,721,671,0,12
519,909,582,0,12
609,635,665,0,12
688,887,471,0,12
270,205,198,1,102
246,312,246,1,74
349,233,203,1,85
129,200,134,1,127
280,344,244,1,47
350,180,350,1,59
896,404,669,0,14
152,289,349,1,79
1023,673,745,0,5
544,614,609,0,18
588,773,568,0,14
261,104,188,1,126
191,124,228,1,130
328,263,298,1,52
462,953,552,0,16
332,349,152,1,73
653,934,698,0,10
537,905,628,0,10
533,997,661,0,7
686,912,508,0,12
724,696,748,0,9
598,878,735,0,10
777,625,794,0,7
197,223,162,1,123
261,208,312,1,75
666,639,628,0,12
100,338,126,1,111
321,261,168,1,75
278,277,295,1,52
189,113,288,1,120
654,817,470,0,16
319,289,123,1,89
100,132,228,1,143
580,763,500,0,17
135,350,194,1,83
256,239,268,1,68
277,288,347,1,42
782,441,802,0,14
268,182,261,1,81
588,931,540,0,13
142,232,193,1,109
126,243,246,1,109
798,496,611,0,13
472,949,637,0,10
258,115,269,1,98
971,598,895,0,9
333,173,149,1,95
477,692,724,0,13
265,306,259,1,72
711,773,648,0,10
211,100,226,1,128
737,450,565,0,17
297,214,142,1,99
254,152,191,1,103
704,927,687,0,8
350,316,296,1,33
697,727,744,0,12
495,714,752,0,13
719,749,701,0,8
283,121,272,1,83
646,972,690,0,10
276,350,314,1,45
657,821,679,0,12
580,576,607,0,17
244,316,157,1,98
100,314,242,1,98
979,483,758,0,9
966,1016,821,0,3
818,668,829,0,8
629,779,538,0,11
196,224,314,1,92
103,250,101,1,149
271,231,267,1,86
252,186,218,1,93
310,243,209,1,84
740,655,642,0,13
524,820,774,0,12
174,216,205,1,121
238,132,283,1,108
323,222,169,1,91
660,659,633,0,15
1023,684,775,0,6
436,673,514,0,16
246,167,310,1,87
201,193,282,1,106
701,759,787,0,10
350,258,306,1,38
940,503,893,0,9
607,772,471,0,17
292,216,263,1,69
694,878,635,0,8
118,275,270,1,102
330,244,161,1,93
623,995,663,0,10
199,113,260,1,105
857,520,780,0,13
327,138,180,1,108
669,574,727,0,16
345,270,263,1,56
845,836,902,0,8
116,306,154,1,108
300,100,161,1,118
865,921,879,0,2
182,248,166,1,116
557,675,657,0,11
611,732,592,0,13
624,1023,541,0,9
293,350,198,1,74
241,182,327,1,84
191,205,184,1,123
620,779,622,0,10
676,445,859,0,14
469,930,660,0,13
770,532,727,0,14
508,1023,775,0,8
497,1023,760,0,11
124,120,178,1,156
567,741,754,0,13
134,266,317,1,95
857,978,981,0,1
714,650,618,0,12
310,234,350,1,44
952,605,744,0,12
186,322,212,1,90
147,305,264,1,82
554,761,641,0,12
484,598,798,0,12
174,250,114,1,115
891,433,697,0,15
270,292,187,1,82
427,879,762,0,14
555,738,602,0,14
690,863,739,0,12
490,613,568,0,15
559,994,580,0,13
258,326,267,1,72
834,452,737,0,11
662,914,780,0,7
683,904,679,0,10
778,470,719,0,13
533,714,596,0,13
312,336,238,1,55
214,307,285,1,77
172,134,125,1,135
636,778,535,0,11
596,801,507,0,16
984,818,921,0,3
698,483,924,0,13
209,212,234,1,111
271,233,314,1,67
678,878,745,0,9
311,211,174,1,101
459,895,518,0,16
323,333,143,1,66
296,291,322,1,45
727,698,742,0,13
891,559,846,0,8
139,250,183,1,109
205,295,107,1,103
236,154,310,1,91
246,350,228,1,78
102,126,100,1,152
208,140,210,1,124
234,341,231,1,60
214,172,247,1,110
205,326,177,1,84
350,214,222,1,86
724,624,804,0,10
606,960,661,0,7
922,439,700,0,13
284,267,191,1,79
928,754,896,0,6
712,890,671,0,12
622,703,540,0,12
299,317,297,1,48
689,478,753,0,11
650,658,821,0,9
282,299,246,1,67
636,744,679,0,12
471,1010,527,0,10
178,134,295,1,102
125,280,105,1,124
343,297,146,1,80
669,790,772,0,9
303,177,284,1,84
334,158,148,1,105
200,301,138,1,114
182,239,138,1,114
287,175,250,1,93
218,208,262,1,94
313,256,261,1,58
806,599,727,0,10
683,626,730,0,13
321,186,205,1,79
654,716,573,0,16
173,268,217,1,104
908,504,798,0,11
141,328,315,1,78
100,350,317,1,82
1020,698,550,0,7
215,276,235,1,96
620,705,547,0,14
509,970,662,0,14
473,698,612,0,14
350,195,139,1,91
487,751,645,0,16
105,164,348,1,104
140,226,238,1,102
305,113,276,1,85
138,100,248,1,136
877,505,763,0,9
670,878,747,0,11
330,108,253,1,94
306,291,197,1,75
338,187,202,1,95
917,597,859,0,5
748,486,830,0,10
453,1023,631,0,14
496,935,729,0,13
736,726,782,0,7
659,712,728,0,13
468,1023,749,0,9
457,773,615,0,14
700,990,596,0,8
274,260,260,1,72
337,111,133,1,124
119,308,167,1,115
501,783,767,0,14
497,741,721,0,13
440,1006,633,0,9
650,842,571,0,13
342,222,202,1,78
510,780,650,0,12
321,192,143,1,111
233,224,177,1,98
984,453,760,0,9
810,435,791,0,9
1006,478,692,0,12
819,609,777,0,12
228,209,207,1,100
495,863,712,0,10
300,307,166,1,88
539,1011,543,0,14
627,684,525,0,15
737,689,642,0,10
170,194,326,1,98
120,292,294,1,89
482,894,670,0,11
174,120,335,1,93
635,762,609,0,12
550,807,716,0,14
129,163,152,1,135
930,751,905,0,5
891,531,787,0,12
251,276,165,1,89
153,309,277,1,79
153,214,110,1,128
315,348,283,1,42
721,965,637,0,11
617,774,699,0,12
450,699,678,0,17
632,963,559,0,12
722,400,596,0,18
217,250,230,1,94
1023,819,911,0,6
722,743,752,0,11
324,307,256,1,56
533,646,823,0,12
332,255,136,1,76
448,712,680,0,14
224,187,217,1,110
713,586,722,0,15
216,100,160,1,131
754,625,638,0,12
800,827,546,0,11
470,950,635,0,12
437,658,718,0,12
699,899,536,0,14
563,745,620,0,14
877,600,744,0,13
446,999,704,0,13
846,622,863,0,6
512,932,544,0,15
601,648,498,0,16
100,264,245,1,115
199,162,350,1,87
270,267,331,1,64
732,670,741,0,14
460,919,484,0,14
845,624,778,0,8
251,304,317,1,57
181,132,161,1,136
153,338,245,1,95
542,784,719,0,14
320,100,208,1,103
332,269,231,1,67
210,341,269,1,62
270,348,128,1,86
134,153,173,1,135
287,219,106,1,114
220,302,173,1,96
113,223,110,1,146
861,908,975,0,4
749,860,617,0,13
344,322,233,1,58
729,602,788,0,11
176,195,223,1,112
718,427,693,0,14
108,237,176,1,120
348,272,196,1,59
236,114,350,1,81
563,567,504,0,14
235,191,156,1,102
730,750,575,0,10
481,880,808,0,8
1018,912,889,0,0
232,304,138,1,103
100,170,227,1,129
576,888,704,0,9
958,431,896,0,7
135,134,277,1,124
201,167,161,1,131
175,120,119,1,144
299,350,295,1,35
573,986,574,0,12
696,851,789,0,11
240,179,331,1,82
549,718,758,0,15
937,624,737,0,9
280,141,137,1,116
624,1023,775,0,5
329,100,189,1,116
539,832,531,0,12
796,528,756,0,14
228,218,345,1,64
199,240,126,1,123
646,621,685,0,16
999,562,655,0,9
305,220,257,1,84
827,888,888,0,3
289,158,221,1,108
216,273,130,1,116
668,767,495,0,15
187,143,153,1,144
573,682,761,0,11
263,233,281,1,69
136,302,129,1,119
723,805,843,0,7
980,737,750,0,7
572,982,736,0,9
746,453,781,0,15
338,207,283,1,64
326,329,285,1,36
185,100,215,1,132
882,958,781,0,2
105,304,235,1,106
622,943,660,0,8
330,128,344,1,60
350,103,112,1,119
969,971,851,0,3
299,331,214,1,51
350,230,249,1,54
537,913,688,0,14
306,163,293,1,75
651,665,674,0,14
779,732,802,0,11
686,895,567,0,9
100,238,154,1,131
294,135,111,1,132
227,199,200,1,100
283,119,105,1,135
350,343,127,1,63
145,237,347,1,94
240,275,100,1,113
187,258,104,1,112
275,124,341,1,89
461,1014,710,0,8
169,119,153,1,140
661,574,714,0,16
713,805,743,0,9
677,612,775,0,14
290,286,270,1,57
574,941,745,0,12
277,205,257,1,90
323,312,244,1,51
513,614,616,0,14
321,175,135,1,95
935,763,1023,0,6
864,471,879,0,12
300,224,269,1,61
641,758,562,0,15
460,745,714,0,17
268,121,253,1,97
350,120,256,1,94
413,786,514,0,13
218,222,152,1,112
767,443,792,0,15
196,237,204,1,110
892,400,832,0,8
350,126,269,1,90
332,343,140,1,72
509,610,533,0,14
685,796,755,0,8
285,268,316,1,66
278,306,193,1,79
779,542,608,0,11
835,447,711,0,12
350,262,350,1,43
313,278,278,1,67
917,506,585,0,13
123,218,350,1,95
978,869,943,0,0
232,199,309,1,71
886,1023,897,0,1
990,599,717,0,6
538,788,802,0,14
565,983,770,0,11
341,144,169,1,97
277,341,345,1,35
593,852,568,0,14
715,736,821,0,11
987,937,865,0,5
299,266,197,1,88
594,993,766,0,8
126,204,268,1,119
1023,824,910,0,3
110,187,191,1,142
417,850,697,0,14
150,329,250,1,87
815,541,830,0,12
146,135,164,1,131
343,100,302,1,78
634,939,713,0,9
323,195,229,1,74
110,104,100,1,166
242,162,225,1,105
455,719,730,0,12
474,722,640,0,13
585,659,679,0,13
224,194,333,1,91
842,580,918,0,8
226,239,100,1,119
964,757,921,0,4
239,136,185,1,108
271,203,211,1,84
974,553,875,0,7
272,260,237,1,80
226,100,127,1,142
350,156,205,1,97
100,330,290,1,81
314,181,305,1,69
1007,484,760,0,11
301,115,219,1,101
508,922,812,0,8
100,285,288,1,84
644,629,586,0,15
265,237,341,1,71
545,620,607,0,14
193,291,161,1,99
450,818,568,0,12
226,145,107,1,145
565,931,724,0,9
478,934,523,0,15
297,136,305,1,79
249,153,255,1,97
861,558,784,0,9
727,415,649,0,17
176,126,162,1,141
684,400,569,0,15
208,345,222,1,87
581,908,742,0,8
124,275,144,1,123
930,804,967,0,3
342,278,100,1,82
132,142,167,1,150
998,465,611,0,13
156,207,158,1,134
498,713,615,0,17
255,348,222,1,68
874,540,841,0,11
681,628,673,0,11
821,418,601,0,15
553,647,489,0,15
156,256,100,1,119
515,1023,678,0,13
703,790,679,0,10
539,708,568,0,14
288,296,166,1,73
151,196,137,1,129
207,100,140,1,146
191,123,188,1,119
923,678,911,0,9
630,946,610,0,10
800,745,552,0,9
106,132,174,1,152
213,202,164,1,107
801,548,677,0,14
1023,655,842,0,8
641,793,822,0,8
661,822,672,0,13
234,149,307,1,82
261,126,165,1,122
464,1023,546,0,10
214,270,180,1,106
651,564,729,0,11
996,664,950,0,5
467,684,651,0,17
240,289,350,1,60
178,288,119,1,120
307,141,242,1,103
225,346,200,1,84
471,892,642,0,10
209,222,250,1,106
725,709,586,0,13
541,1023,714,0,9
493,971,840,0,8
234,328,346,1,48
148,117,149,1,140
188,179,350,1,99
505,589,726,0,12
952,686,895,0,7
461,828,625,0,16
100,180,310,1,102
330,205,238,1,66
906,644,556,0,14
100,219,345,1,93
150,237,172,1,112
140,149,212,1,122
117,212,162,1,140
295,301,158,1,70
914,493,638,0,13
897,825,871,0,7
237,156,244,1,106
117,298,206,1,100
718,483,655,0,14
311,321,202,1,65
507,821,723,0,12
933,519,767,0,11
944,459,611,0,15
113,215,277,1,121
708,892,681,0,9
839,528,749,0,12
650,666,791,0,12
152,350,253,1,70
296,259,332,1,44
153,199,323,1,92
793,951,802,0,5
646,705,719,0,11
128,124,124,1,155
704,607,704,0,14
250,196,101,1,125
346,350,158,1,67
492,647,576,0,16
267,350,114,1,92
836,400,685,0,15
669,674,583,0,15
240,125,221,1,124
520,776,555,0,13
234,205,296,1,91
280,258,246,1,65
299,197,282,1,67
843,559,872,0,8
473,1018,544,0,13
271,234,132,1,96
771,685,913,0,10
485,932,487,0,13
489,852,677,0,15
203,168,204,1,104
122,271,293,1,87
858,595,749,0,12
1023,639,628,0,9
994,486,684,0,10
857,934,854,0,5
182,251,339,1,74
962,729,1023,0,4
770,595,839,0,11
116,186,106,1,155
846,617,784,0,9
691,796,518,0,11
282,250,348,1,54
207,123,314,1,110
184,170,240,1,115
857,414,860,0,14
231,260,132,1,116
330,284,120,1,83
446,948,793,0,7
719,760,699,0,9
927,400,603,0,14
210,350,233,1,64
256,312,229,1,63
534,879,628,0,11
730,915,724,0,9
436,887,601,0,11
558,936,722,0,9
182,288,135,1,117
936,634,813,0,7
306,254,207,1,81
254,269,350,1,68
241,231,168,1,99
288,184,131,1,103
476,1021,602,0,9
106,304,117,1,122
183,258,214,1,100
593,942,845,0,10
144,196,140,1,130
182,219,213,1,101
623,610,749,0,10
166,104,294,1,110
159,350,237,1,90
1007,625,840,0,10
687,892,709,0,9
569,944,674,0,11
487,800,659,0,14
154,299,128,1,116
201,222,119,1,124
735,1023,603,0,10
728,603,595,0,11
311,350,208,1,49
1010,444,770,0,12
691,986,692,0,6
780,594,778,0,11
100,243,144,1,139
883,945,1023,0,0
271,224,278,1,65
280,181,325,1,78
143,257,334,1,96
309,206,133,1,102
770,400,783,0,14
312,259,177,1,75
815,739,889,0,5
305,130,312,1,90
135,151,193,1,137
740,657,762,0,13
136,263,248,1,100
1023,603,849,0,9
193,186,312,1,102
153,157,177,1,124
684,724,686,0,10
135,100,237,1,124
172,292,255,1,87
170,307,166,1,91
211,283,171,1,92
285,304,239,1,56
430,849,603,0,12
243,163,100,1,122
655,685,660,0,13
271,137,137,1,112
187,311,274,1,88
934,871,1023,0,1
666,704,548,0,11
245,195,329,1,68
672,536,827,0,10
619,889,467,0,15
988,535,735,0,8
797,715,992,0,6
952,640,831,0,7
268,230,214,1,84
100,159,276,1,117
274,149,181,1,109
635,848,719,0,10
302,132,321,1,78
100,123,273,1,127
300,202,158,1,92
119,199,280,1,120
212,127,323,1,89
876,479,619,0,12
548,777,778,0,13
265,258,143,1,96
924,533,723,0,12
242,301,299,1,72
199,350,350,1,62
342,289,193,1,69
1007,400,787,0,12
276,350,140,1,87
457,714,592,0,17
223,301,172,1,96
231,191,143,1,118
200,262,271,1,80
649,841,695,0,12
237,233,283,1,82
438,839,696,0,14
201,227,170,1,103
711,599,685,0,10
285,219,266,1,88
942,778,920,0,4
774,653,769,0,13
918,400,746,0,11
284,126,241,1,93
587,815,798,0,7
232,350,178,1,70
302,139,185,1,113
483,699,771,0,12
350,231,196,1,74
118,137,220,1,136
162,210,220,1,115
898,531,647,0,13
584,587,616,0,17
464,954,562,0,12
619,977,688,0,10
